artist,song_title,use,show
Matt-Kinglsey,Plaza De Ramblas,Dyson & Hale meet up with Kenzi at the party; Clio asks Dyson to buy her a drink.,Lost Girl • S4E110 Nov 20130
Matt-Kingsley,It's All Good Honey,Engelram's party is interrupted by Vex.,Lost Girl • S4E110 Nov 20130
Rick-Howland,She's A Goddess,Lauren tries phoning Bo? from a bar.,Lost Girl • S4E217 Nov 20130
Sonoton-Music,Dublin Nights,Bo asks Trick if Aife ever had a 'dry spell'.,Lost Girl • S5E321 Dec 20140
Sonoton-Music,Dance To The Bassline,"Dyson has beer with Stacey at The Dal and introduces her to Trick, then tells her Vex is the soul she wants.",Lost Girl • S5E214 Dec 20140
Sonoton-Music,Trotto (a) OL,Kenna & Bash dance as a woman approaches them and accuses Lord Barnard of killing her husband; Narcisse joins Catherine on the balcony to discuss the grain deal.,Reign • S2E316 Oct 20140
Sonoton-Music,Senza Te,"As Catherine & Mary sit on their thrones, music starts playing signalling that someone has fallen ill.",Reign • S2E12 Oct 20140
Sonoton-Music,Sad Relationship 3,"Bo, Rainer & Rosette sneak in the Women of the Horse compound.",Lost Girl • S4E129 Feb 20140
Sonoton-Music,Cabaret Piano,Flora welcomes Prince Filipe into her room and blindfolds him.,Lost Girl • S4E722 Dec 20130
Sonoton-Music,Paris A Demain B,Bo is slapped by Flora Blooms and told to leave.,Lost Girl • S4E722 Dec 20130
Sonoton-Music,I Want The DJ,Lauren dances around while packing as The Morrigan arrives with pizza and beer.,Lost Girl • S4E615 Dec 20130
Sonoton-Music,Summersonic,"While raiding the buffet bar, Tamsin asks Kenzi the difference between the Light and the Dark Fae; Kenzi discovers Bruce is under the buffet.",Lost Girl • S4E58 Dec 20130
Sonoton-Music,Clearsky,"Trick comments on Bo showing up at The Dal with Vex's hand, then informs her he's been named Acting Ash by the Una Mens.",Lost Girl • S4E58 Dec 20130
Sonoton-Music,Pay That Bill,Lauren asks Crystal why she's working at the diner.,Lost Girl • S4E324 Nov 20130
Sonoton-Music,This One's For You,Hale & Dyson go to Selene's to find out Endymion's location; Clio advises Hale to go see Astrid.,Lost Girl • S4E217 Nov 20130
Sonoton-Music,Breathless B,Cass watches porn.,Supernatural • S6E103 Dec 20100
Sonoton-Music,Hofkirchner Polka,Sam & Dean asks bartender Jamie about Ed Brewer.,Supernatural • S4E516 Oct 20080
Sonoton-Music,Blue Danube Polka,Dean & Sam discuss the werewolf & vampire attacks; Jamie serves them beer & arranges a date with Dean.,Supernatural • S4E516 Oct 20080
Sonoton-Music,Alpine Polka,The guys interview Ed Brewer at the Beehaus Tavern; Dean orders a beer & flirts with Jamie.,Supernatural • S4E516 Oct 20080
West-One-Music,Dusk In Delhi,Dyson & Hale consult with Astrid.,Lost Girl • S4E217 Nov 20130
Life-Bitter-Soul-ft-Dio,Dancing With The Devil,Hale & Dyson return to Selene's salon to question Clio.,Lost Girl • S4E217 Nov 20130
Lindi-Ortega,I Want You,"0:10Fiji walks into The Saloon, picks a song on the jukebox and starts dancing.","Midnight, Texas • S2E713 Dec 20180"
Lindi-Ortega,The Comeback Kid,0:01Wynonna and Charlie make out in a firetruck cab as Nicole and Waverly visit with the other firefighters a few meters away.,Wynonna Earp • S3E730 Aug 20180
Lindi-Ortega,Run Amuck,"0:34Wynonna and Waverly find a drunk Willa at Shorty's; Willa informs Wynonna that their father knew the attack was coming, then kills a Revenant; they knock out a few guys and escape out the back of the bar.",Wynonna Earp • S1E119 Jun 20160
Lindi-Ortega,Cigarettes & Truckstops,,Meadowland16 Oct 20150
Lindi-Ortega,Cigarettes & Truckstops,0:29Second song at the diner; Pete confesses to Phil his desire to kill the man who took his daugther’s life.,Meadowland16 Oct 20150
Lindi-Ortega,I Want You,"Crystal & Lauren talk about all the things they want to forget, then end up in bed.",Lost Girl • S4E324 Nov 20130
Lindi-Ortega,The Day You Die,Performed as Marilyn informs Avery she was told to stay away from him; Avery tells Marilyn he'll meet with her tomorrow night.,Nashville • S1E614 Nov 20120
Lindi-Ortega,Murder Of Crows,Rayna goes back to bed; the police show up at Juliette's door; Rayna asks her sister how Teddy's doing in the polls.,Nashville • S1E431 Oct 20120
Lindi-Ortega,Little Lie,Juliette picks up Deacon and drives him out to the country.,Nashville • S1E217 Oct 20121
The-BelleRegards,Running for the Sleep,0:24Trick asks Dyson if he's having problems with Alicia.,Lost Girl • S5E1226 Sep 20150
The-BelleRegards,Nothing to Lose,0:56Evony joins Lauren and Bo at The Dal and admits she needs to deal with being sick.,Lost Girl • S5E1119 Sep 20150
The-BelleRegards,Holding On,0:40Dyson informs Trick that Alicia has found out about the Fae.,Lost Girl • S5E1012 Sep 20150
The-BelleRegards,Fare Thee Well,0:48Dyson takes Alicia to The Dal and explains that he's claiming her.,Lost Girl • S5E1012 Sep 20150
The-BelleRegards,Willow Tree,Lauren arrives at work and his told about someone phoning for Karen.,Lost Girl • S4E324 Nov 20130
Ted-Barnes-and-Alistair-B-H-Friend,Let It Burn,Lauren hitchhikes and gets picked up by Crystal.,Lost Girl • S4E324 Nov 20130
The-Spice-Girls,Wannabe,Bo & Kenzie get the whole bar dancing; Kenzie shows off her powers to Bo.,Lost Girl • S4E41 Dec 20130
The-Spice-Girls,Wannabe,Flashback of Summer singing to her friend in fifth grade.,The O.C. • S4E131 Feb 20070
The-Spice-Girls,Wannabe,Playing during the flashback when Veronica and Lilly are dancing and singing along in Lilly's room.,Veronica Mars • S1E2210 May 20050
Flume-ft-Anthony-For-Cleopatra,Over You,"Bo, Kenzi & Tamsin arrive at the Dark Fae party; The Morrigan greets Bo and offers her a 'snack'.",Lost Girl • S4E58 Dec 20130
MercuryHead,Baleric Wind,Kenzi questions Bruce about his punishment and asks how she can help him; Tamsin grabs the DJ's microphone.,Lost Girl • S4E58 Dec 20130
John-Renbourn-KPM-Music,O'Farrell's Jig,Trick walks in on Bo & Dyson's make-out session in The Dal barrel room.,Lost Girl • S4E615 Dec 20130
John-Charles-Fiddy-and-Troy-Donockley,Planxty Fanny Power,Bo makes a deal with Ianka's 'owner'.,Lost Girl • S4E615 Dec 20130
Dark-Like-Snow-Yuki,No Angel,Bo reacts with anger when Dyson makes a comment while their having sex.,Lost Girl • S4E615 Dec 20130
Teddy-Lasry,SCREEN WRITERS 2,,The Iron Orchard21 Feb 20190
Teddy-Lasry,Alt Kabaret,Bo (in Dyson's memory) runs into a Kenzi-Angel at a bar and sees a 'memory glitch'.,Lost Girl • S4E722 Dec 20130
Teddy-Lasry,End Of Spring,Ruth arrives at Victoria's Party.,Six Feet Under • S5E717 Jul 20050
Zoie-Palmer,Adieu l'Amant,Mademoiselle Flora Blooms performs.,Lost Girl • S4E722 Dec 20130
Jay-Price,Come Save Me,0:03L.A. montage; scene of Derek Lee's murder.,Lucifer • S4E57 May 20190
Jay-Price,Coming For You Baby,"Lauren & Dyson dreamily watch as Bo washes a yellow convertible, until Hale interrupts them.",Lost Girl • S4E829 Dec 20130
Danny-Fromajio-and-Peter-Hajioff,Don't Forget About Me This Christmas,Bo wakes up up alone in the convertible; repeats every time Bo awakens in the convertible.,Lost Girl • S4E829 Dec 20130
Library-Voices-ft-Coast-to-Coast,What You Want,"Bo walks into her place to find a bunch a people she doesn't recognize, then meets a guy named Choga; continues as Bo finds Lauren & Dyson in her bedroom, then Vex bursts in to complain about his missing hand; Kenzi & Hale make out, then Hale tries out various lines; Bo fills up at the buffet; repeats as Bo re-meets Choga [2]; Bo comments to Tamsin on how much Kenzi missed her while she was gone [4]; Bo & Tamsin try to figure out why the party guests are disappearing [5]; Hale tries out differen",Lost Girl • S4E829 Dec 20130
Vasco,A Perfect Christmas,"Bo chats with a guy at the buffet as Tamsin arrives, apologizes and kisses her; repeats as Bo asks Tamsin why events keep repeating [2].",Lost Girl • S4E829 Dec 20130
Sunny-D-the-RedSonia-and-Evren,Deck Tha Hallz,"Bo & Tamsin decide to embrace the Yule celebration, then end up kissing in front of everyone [3].",Lost Girl • S4E829 Dec 20130
Emily-Taylor-Tara-Chinn-and-Rob-Bagshaw,My Own Personal Santa,"Dyson & Lauren drink to decide whether to tell Bo about the mystery package, as Vex makes snarky comments in the background then offers to decide for them [3].",Lost Girl • S4E829 Dec 20130
Paul-Fletcher,Everybody's Home For Christmas,Dyson & Lauren talk about what happened when they first met Bo; Bo & Tamsin find Trick asleep in the bathtub and try to get his help on figuring out what's happening [5]; repeats as Bo asks Trick why he hasn't been helping her find the Wanderer [9].,Lost Girl • S4E829 Dec 20130
Emily-Taylor-Patrick-Sturrock-and-Paul-Fletcher,We're Gonna Have A Happy Christmas,A party guest complains to Kenzi about the party decorations [10].,Lost Girl • S4E829 Dec 20130
musicblender,What I Like About Christmas,"Lauren prepares to re-attach Vex's hand, then she, Dyson & Vex talk about the box [10].",Lost Girl • S4E829 Dec 20130
AXS-Music,Spring Flowering,Trick visits Dao-ming seeking answers.,Lost Girl • S4E912 Jan 20140
Coast-To-Coast,Love,Flashback of Rainer putting on a different record as Bo tries to get answers from him.,Lost Girl • S4E1019 Jan 20140
Davids,Iranians,"Kenzi tries to interest Tamsin in a zombie movie, then goes into a rant just as Bo shows up behind her; Bo tries to explain why she loves Rainer, then Tamsin reveals that Kenzi might be moving in with Hale.",Lost Girl • S4E1126 Jan 20140
Roman-Raithel,A Picture of You,,Burnt29 Oct 20151
Roman-Raithel,Piano Bar Special,Freyja figures out that Bo is not the new florist; Bo attempts to ask the concierge about Kenzi.,Lost Girl • S5E17 Dec 20140
Syd-Dale,Romantic Nights,Elevator music plays as Bo decides which floor to choose.,Lost Girl • S5E17 Dec 20140
Syd-Dale,Let Me Take You There,Bob Rickman enters the elevator.,Smallville • S1E115 Feb 20020
Syd-Dale,Everyone's A Winner,Brenda & David arrive at the Funeral Director's Convention.,Six Feet Under • S1E1112 Aug 20010
Syd-Dale,Doo Wah Doo Wah,A triumphant David is invited to go out by his funeral director colleagues.,Six Feet Under • S1E1112 Aug 20010
Syd-Dale,Struggle Free,,Spider-Man • S2E1414 Dec 19680
Syd-Dale,Blast Off 2,,Spider-Man • S2E1414 Dec 19680
Syd-Dale,Blast Off 1,,Spider-Man • S2E137 Dec 19680
Syd-Dale,Outcome,,Spider-Man • S2E137 Dec 19680
Syd-Dale,Chain Reaction,,Spider-Man • S2E1229 Nov 19680
Syd-Dale,The Stalking Game,,Spider-Man • S2E1123 Nov 19680
Syd-Dale,Alarm Call,,Spider-Man • S2E1123 Nov 19680
Syd-Dale,Breakout,,Spider-Man • S2E1123 Nov 19680
Syd-Dale,Rescue Squad,,Spider-Man • S2E1123 Nov 19680
Syd-Dale,That's Life,,Spider-Man • S2E1123 Nov 19680
Syd-Dale,The Waiting Game,,Spider-Man • S2E1016 Nov 19680
Syd-Dale,Sudden Scuffle,,Spider-Man • S2E1016 Nov 19680
Syd-Dale,Staccato Curtain,,Spider-Man • S2E1016 Nov 19680
Syd-Dale,Breaking Point,,Spider-Man • S2E1016 Nov 19680
Syd-Dale,The Washington Affair (B),,Spider-Man • S2E82 Nov 19680
Syd-Dale,Walk in a Nightmare,,Spider-Man • S2E512 Oct 19680
Syd-Dale,Forewarning (C),,Spider-Man • S2E512 Oct 19680
Syd-Dale,Quite Contrary,,Spider-Man • S2E45 Oct 19680
Syd-Dale,Maelstrom,,Spider-Man • S2E45 Oct 19680
Syd-Dale,Rat Trap,,Spider-Man • S2E45 Oct 19680
Syd-Dale,Looks Like Trouble (B),,Spider-Man • S2E45 Oct 19680
Syd-Dale,Dream Fantasy,,Spider-Man • S2E328 Sep 19680
Syd-Dale,Dread and Danger (B),,Spider-Man • S2E328 Sep 19680
Syd-Dale,Slipstream (B),,Spider-Man • S2E328 Sep 19680
Syd-Dale,Walk and Talk,,Spider-Man • S2E328 Sep 19680
Syd-Dale,The Hell Raisers,,Spider-Man • S2E221 Sep 19680
Syd-Dale,Looks Like Trouble (C),,Spider-Man • S2E221 Sep 19680
Marc-Durst,Palace,,The Occupant (Hogar)24 Mar 20200
Marc-Durst,Marvellous Singers,,The Rhythm Section30 Jan 20200
Marc-Durst,Bossamania,"0:42While they're in the elevator, Cassidy sarcastically thanks Jesse for saving him.",Preacher • S4E13 Aug 20190
Marc-Durst,Holiday Kiss,1:31Eddie goes to the pharmacy to pick up his medication when Gretta reveals to him that the pills he's taking are placebo.,It7 Sep 20170
Marc-Durst,Sweet Bolero ,,How to Get Away With Murder • S3E89 Nov 20160
Marc-Durst,Club Piano,"Dyson injects Hera with the syringe, then punches him courtesy of Alicia.",Lost Girl • S5E825 Jan 20150
Marc-Durst,Stylish Dinner,"Kenzi runs into Tamsin, who demands to know Bo's location.",Lost Girl • S5E17 Dec 20140
Simon-Thorpe-and-John-Donaldson,Twilight,"Bo gives Kenzi the things she collected for 'Something old, something new & something borrowed'.",Lost Girl • S5E17 Dec 20140
Carmanah,Nightmare,0:40Hudson apologizes to Abby for how Rex acted towards her.,Hudson & Rex • S1E819 Jun 20190
Carmanah,Never Going Back,Trick makes a toast to Kenzi & Bo; Tamsin & Dyson agree to be friends; Trick asks Bo what the Afterlife is like; Dyson gives Kenzi a letter from Hale.,Lost Girl • S5E214 Dec 20140
Majorie-Delle-Case,Bangalore,Dyson helps Bo paint her apartment; Bo rejects Dyson's advances then stares at her image in the mirror.,Lost Girl • S5E321 Dec 20140
The-Wildlife,Born To Ruin,"Bo asks Dyson why he let the Hunter go, then figures out that Mark is Dyson's son; continues as Dyson informs Mark his mother didn't tell him she was pregnant.",Lost Girl • S5E428 Dec 20140
The-Wildlife,One For The Body,"Musashi is distracted by a guy he bumped into, as someone poisons his drink.",Lost Girl • S5E321 Dec 20140
Jason-Donnelly,Reel Wrecka,Bo & Tamsin order hotdogs as Musashi invites them to the North of the Border club.,Lost Girl • S5E321 Dec 20140
Chris-Goulstone,You Are with Me,1:37Warren meets his father at a diner. ,American Animals31 May 20180
Chris-Goulstone,Shock Treament,0:29Rob pulls up in his pick up truck.,Good Behavior • S1E428 Nov 20160
Chris-Goulstone,Still Believe In You ,0:29,Conviction • S1E316 Oct 20160
Chris-Goulstone,Base Jump Dreams,Madison refuses do to her gymnastic performance and walks out of the gym.,Motive • S3E215 Mar 20150
Chris-Goulstone,I've Been Expecting You,Lauren is startled by a janitor listening to music.,Lost Girl • S5E321 Dec 20140
Ronald-Korb,Meditation,Bo massages Craig's back while questioning him about Musashi.,Lost Girl • S5E321 Dec 20140
Graham-De-Wilde,Tea Ceremony,"Bo reveals to Musashi that she's still alive, then he begs her to kill him.",Lost Girl • S5E321 Dec 20140
Cathy-Go,Just One Wink,Bo returns home with Chinese food to find Tamsin and a guy in her bed.,Lost Girl • S5E428 Dec 20140
Claude-Polikar,Lost In Shangai,Tamsin figures out Musashi's identity and tells Bo his legendary story.,Lost Girl • S5E321 Dec 20140
Yannig-Honore,Ghillies,Trick tells Tamsin why Mark is working at The Dal; Trick gives Bo a present for her birthday.,Lost Girl • S5E54 Jan 20150
Kurt-Hummel,Happy Folks,"Bo leaves Cassie a message to call her back, then heads off to check on her and runs into Tamsin & Lauren who gift her with the 'magic kitty'.",Lost Girl • S5E54 Jan 20150
Silverside,Spin (underscore version),"Mark plays with the drum set at The Dal, then Trick gets him to sign the book of Fae who have passed through their colony; Bo & Tamsin discuss what they've discovered about Cassie; Cassie's cousin, Seymour, arrives at The Dal.",Lost Girl • S5E54 Jan 20150
Patrick-Campbell-Lyons,Metal Man,Mark accuses Vex of dining & dashing; Vex suggests Mark & himself hook up with some girls.,Lost Girl • S5E54 Jan 20150
Norman-Candler,Beautiful Sunrise,Bo phones Cassie for insight into the gift her father sent; Cassie chats with her date and realizes he knows she's an Oracle.,Lost Girl • S5E54 Jan 20150
Norman-Candler,Dance And Dream,Dr. Frankel keeps chatting while Betty waits for her braces to be removed.,Ugly Betty • S4E1724 Mar 20100
Norman-Candler,Sweet Little Light Of Mine,Zac & Betty in the elevator.,Ugly Betty • S4E1617 Mar 20100
The-Embers,I Can See A Train Comin',Mark gets into a bar fight; Lauren ends up with a face full of icing.,Lost Girl • S5E54 Jan 20150
Sam-Sklair-and-Daniel-Selsick,Song For Mpho,Tamsin brings Bo a drink from an admirer as 'Horatio' arrives for their date.,Lost Girl • S5E54 Jan 20150
Slow-Skies,Fire,"0:20The team jumps out the window with an unconscious Puritt; Andy takes out her frustrations on Jack, then is calmed down by Ryan.",Station 19 • S1E121 Mar 20182
Slow-Skies,On The Shore,Tamsin asks Bo to say she loves her; Bo tries to convince Tamsin her feelings are confused by how close they've been living together; Bo blows out the Artemis candle.,Lost Girl • S5E718 Jan 20150
Slow-Skies,Close,"Tamsin gives Bo a cupcake, then offers herself to Bo.",Lost Girl • S5E54 Jan 20150
James-Stewart-and-Stuart-Livingston,Star Of Countydown,Zee asks Trick to make her a Coquetel.,Lost Girl • S5E611 Jan 20150
Arnie-Somogyi-and-Rob-Townsend,Serve Chilled,The groups rides an elevator to the Ancients' party; Dyson gives Mark come advice while they wait; Lauren suggests they could be walking into a trap.,Lost Girl • S5E825 Jan 20150
Laurence-Cottle,Coffee Jam,0:13Dean prepares dinner as Jack comments on how having judgey parents is better than having none; Dean's parents and sister arrive and are introduced to Jack.,Station 19 • S2E1127 Mar 20190
Laurence-Cottle,Up on the Housetop,,Bad Santa 222 Nov 20160
Laurence-Cottle,Starlight,Lauren tests Bo's food before she eats it; the group gathers to discuss their plan to find out more about the Ancients; Bo tells Lauren she wants them to be together; Bo spots Tamsin at the party.,Lost Girl • S5E825 Jan 20150
Dick-Walter-Big-Band,Slink and Sleaze,"0:18Los Angeles, 1947 - Sarah struts past Benjamin 'Bugsy' Siegel, luring him into joining her.",Legends Of Tomorrow • S5E33 Feb 20200
Dick-Walter-Big-Band,East 34th Street,Bo tells Trick that Zee wants to stop Hades's plan; Zee serves Trick & Bo a Coquetel and encourages them to drink it.,Lost Girl • S5E825 Jan 20150
Marian-McPartland,Passing Glance,0:17Dean is challenged to a game of pool by Moira; Evie tells Sam about some of the other pool hall patrons.,Supernatural • S15E1129 Jan 20200
Marian-McPartland,Blue Sophisticate,"Mark finds Iris on the balcony and asks her what's wrong, then suggests they leave the party.",Lost Girl • S5E825 Jan 20150
Keaton-Simons,When I Go,"0:02Rachel Zane accepts to continue her life with Mike Ross after he revealed her his resignation. Harvey Specter Tells Jessica That he must resign sue to the deal that saved her. And Finally, Mike Ross was arrested.",Suits • S5E1025 Aug 20157
Keaton-Simons,Just This Side Of Insane,Iris visits Mark as he's working out at the gym.,Lost Girl • S5E611 Jan 20150
Keaton-Simons,Just This Side Of Insane,,Sons Of Anarchy • S5E1120 Nov 20120
Keaton-Simons,Hero & Hell,,Sons Of Anarchy • S5E1013 Nov 20120
Keaton-Simons,Grim Reaper,Gemma greets Nero as Clay & Jax look on; Jax asks to have a word with Nero.,Sons Of Anarchy • S5E42 Oct 20121
Keaton-Simons,Mama Song,Gemma arrives at the clubhouse and asks Bobby how Jax is doing.,Sons Of Anarchy • S5E325 Sep 20121
Keaton-Simons,If I Hadn't Forgotten,Pete becomes angry when Violet tries to analyze why he's having trouble trusting her; Cooper &amp; Charlotte cuddle in bed; Addison watches as Jake fertilizes her egg; Addison tells her therapist about Sam cheating on her.,Private Practice • S5E63 Nov 20110
Sonia-and-Oskar,Letting Go,Emma returns to her foster family's home after going for a run.,The Lying Game • S1E115 Aug 20110
Michael-Genato-Free-Play-Music,Flickering,Sutton's phone rings as Emma calls her.,The Lying Game • S1E115 Aug 20110
Barrett-Yeretsian-Free-Play-Music,In The Danceclub,Laurel's phone rings.,The Lying Game • S1E115 Aug 20110
Megatrax-Music,Donde Esta Mi Amor ,,Jane the Virgin • S1E914 Dec 20140
Megatrax-Music,It's A Dance Party,Emma & Laurel arrive at Mad's place.,The Lying Game • S1E115 Aug 20110
The-Letters,Only In Dreams,Luke tells 'Sutton' that it's about time some stood up to Nisha; Emma asks Laurel about her parents & the adoption.,The Lying Game • S1E115 Aug 20110
Goldenhorse,Jump Into The Sun,Emma gets out of bed & looks through Sutton's closet.,The Lying Game • S1E115 Aug 20110
Vanessa-Olivarez,New Years Kiss,Luke leads 'Sutton' into the school auditorium for a kiss.,The Lying Game • S1E115 Aug 20110
5Alarm-Music,Maria Elena,Mads & Char spot Laurel having dinner with Justin.,The Lying Game • S1E45 Sep 20110
5Alarm-Music,Again And Again,The girls arrive at Nisha's party; Emma tells Luke she saw him with Nisha then she slaps Nisha and leaves.,The Lying Game • S1E115 Aug 20110
Julia-Michaels,In This Place,,Ralph Breaks the Internet: Wreck-It Ralph 220 Nov 20183
Julia-Michaels,In This Place,,Ralph Breaks the Internet: Wreck-It Ralph 220 Nov 20182
Julia-Michaels,Uh Huh,Jane and Ben have sex before the condom breaks.,The Bold Type • S2E823 Jul 20180
Julia-Michaels,Issues,Killing Eve promo music.,Killing Eve • S1E17 Apr 20185
Julia-Michaels,Sink In,0:43Simon plays this song in his bedroom as he talks with Leah about the party.,"Love, Simon15 Mar 20182"
Julia-Michaels,Are You,,Fifty Shades Freed8 Feb 20180
Julia-Michaels,Are You,"Ana, Mia and Kate trying on clothes in boutique in Aspen.",Fifty Shades Freed8 Feb 20180
Julia-Michaels,Heaven,,Fifty Shades Freed8 Feb 20181
Julia-Michaels,Heaven,"Christian, Anna, and ice cream",Fifty Shades Freed8 Feb 20188
Julia-Michaels,Born To Party,,Shameless • S2E17 Jan 20120
Julia-Michaels,Born To Party,Nisha arrives to issue an invitation to her party then challenges 'Sutton' to a tennis match.,The Lying Game • S1E115 Aug 20110
Karlie-Bruce-Crucial-Music,World Turning,Ethan questions 'Sutton's' identity; Emma heads for the cabin.,The Lying Game • S1E115 Aug 20110
Kid-Kamakazi,Clutchshooter,,Shameless • S2E718 Feb 20120
Kid-Kamakazi,Clutch Shooter,Someone climbs into a vehicle with Sutton.,The Lying Game • S1E115 Aug 20110
Jessica-Tonder,The City That Sleeps,"Emma wakes up, explores Sutton's room then receives a message from Travis.",The Lying Game • S1E222 Aug 20110
Vizzionkwest,Don't Stop Now,Emma drives Laurel to school while they discuss the father-daughter dance and a video of 'Sutton' slapping Nisha.,The Lying Game • S1E222 Aug 20110
Jordyn-Kane,On Top of the World,Regional pegant opening,Insatiable • S2E110 Oct 20190
Jordyn-Kane,Magic,,Always Be My Maybe30 May 20190
Jordyn-Kane,Living,0:40Chloë is listening to music at her bedroom before song is distorted.,Slender Man9 Aug 20180
Jordyn-Kane,Last Night Was Crazy,,Life of the Party10 May 20180
Jordyn-Kane,Alive,0:37The parents look for the girls at prom.,Blockers5 Apr 20180
Jordyn-Kane,I Think I Like You,0:20Brenda and Frank talks with Hunter.,Blockers5 Apr 20180
Jordyn-Kane,Summer Romance,0:20Beach montage; Lucifer and Amenadiel end up at a porn shoot.,Lucifer • S3E1131 Dec 20171
Jordyn-Kane,Show Me Your Moves (feat. Leo Soul),,Pitch Perfect 321 Dec 20170
Jordyn-Kane,Break Out,EpixDude,Jumanji: Welcome to the Jungle21 Dec 20172
Jordyn-Kane,Get Your Cape On,"0:52Lena, Kara and Alex join Samantha to watch Ruby's school showcase, just as a group of girls dance in honor of Supergirl.",Supergirl • S3E429 Oct 20170
Jordyn-Kane,Nothing to Lose,,True Memoirs of an International Assassin10 Nov 20163
Jordyn-Kane,Tell Me,"0:40Tessa tells Georgie how sweet she finds Reed, then Georgie suggests Tessa needs to follow her dreams.",A Cinderella Story: If The Shoe Fits 1 Aug 20161
Jordyn-Kane,Money Money Money ,"0:25A girl starts her audition by ripping of her white shirt to reveal a tight, black leather one.",A Cinderella Story: If The Shoe Fits 1 Aug 20160
Jordyn-Kane,Summer Romance,0:37Plays at the pool where Sandy talks to Peter on the phone.,Mother's Day28 Apr 20160
Jordyn-Kane,Terrified,"Emma dances with Sutton's dad during the spotlight dance as Char, Laurel & Ethan watch from the sidelines.",The Lying Game • S1E222 Aug 20110
Michael-Macgregor-Band,Only You,Sutton asks Thayer what he's found on her mother.,The Lying Game • S1E329 Aug 20110
Shannon-Hurley,Matter Of Time,Emma tells Ethan that she couldn't get him out of dinner with Sutton's parents.,The Lying Game • S1E329 Aug 20110
Tiffany-Randol,I Will Remind You,Emma looks throught the pictures of Sutton & Ethan on Sutton's laptop; Ethan sits alone at the overlook.,The Lying Game • S1E329 Aug 20110
John-Garrison,Let's Run,"Emma asks the girls if anyone would notice if she didn't dance, then recognizes a pro football player while chatting with Nisha.",The Lying Game • S1E222 Aug 20110
Forrest-Fulmer,Not The Sun,Justin chats with Ted while waiting for Laurel.,The Lying Game • S1E45 Sep 20110
The-States,Follow It Home,Emma & Sutton discuss the nightmare they both have.,The Lying Game • S1E45 Sep 20110
Alphabet-Botanical,New Feeling,Justin offers to get Laurel a drink; Laurel tells 'Sutton' that Ethan has been suspended.,The Lying Game • S1E45 Sep 20110
Marisa-Cristina-aka-Tete-a-Tete,Forget Me Now,Thayer shows Sutton the work he did on her mom's photo.,The Lying Game • S1E45 Sep 20110
Nelsen-Adelard,Blues All Night,"While making dinner, Dan apologizes to Ethan for not believing he didn't steal Sutton's laptop.",The Lying Game • S1E512 Sep 20110
Nelsen-Adelard,Boogie On Down the Road,When Booth and Brennan enter de strip club,Bones • S4E1611 Mar 20090
Michael-Kurt-Jackson-Bosshouse-Music,R We Gonna Party,Alec wishes 'Sutton' luck.,The Lying Game • S1E512 Sep 20110
Ella-Riot,White Lies,Justin gives Laurel his crown and reassures her he's not going to let her go; Alec tells Derek he has another job for him; Char & Mads confront 'Sutton' about her relationship with Ethan.,The Lying Game • S1E512 Sep 20110
DA-Diggler-Labrinth-and-I-Ronic-Extreme-Music,Oolala,Alec arrives at the ballet studio to confront a breakdancing Eduardo.,The Lying Game • S1E512 Sep 20110
Pete-Kilpatrick,Hope In Our Hearts,"Sutton wonders if Annie is hiding from her, then she tells Thayer how amazing he's been helping her; they kiss.",The Lying Game • S1E512 Sep 20110
Twist-Of-Faith,Falling In Your Arms,Mads listens to music as her father tells her he's sorry about Eduardo.,The Lying Game • S1E83 Oct 20110
Joe-Jonas,"It's Party Time (From the ""Hotel Transylvania 3"" Original Motion Picture Soundtrack)",Kraken singing as the monsters enter Atlantis,Hotel Transylvania 3: Summer Vacation12 Jul 20181
Joe-Jonas,Just In Love,Emma and friends hang out at her house; Laurel & Justin kiss on the couch; Mads & Thayer join the group; Emma asks Thayer what's going on with him & Sutton.,The Lying Game • S1E83 Oct 20110
Groove-State,Do You Want My Love,,Shameless • S3E219 Jan 20130
Groove-State,Nothing's Gonna Stop Me,Emma tries to explain to Ethan why she pushed him away; the group decides to play 'Never Have I Ever'.,The Lying Game • S1E83 Oct 20110
Julie-Griffen,Love's A Boomerang (instrumental),"Sutton is picked up from the detention center by Emma's friend, Lexi.",The Lying Game • S1E83 Oct 20110
Julie-Griffen,Love's A Boomerang,Lois dances around in her Wedding gown.,Smallville • S9E1319 Feb 20100
Adam-Marc-Johnson,You Belong To Me,Derek breaks up with Char; Emma tells Char that she saw Derek talking with Alec.,The Lying Game • S1E910 Oct 20110
TV-TV,Turn Me On,Sutton & Lexi arrive at the Casino party.,The Lying Game • S1E910 Oct 20110
Demi-Lovato-ft-Dev,Who's That Boy,"Lexi complains that Sutton's on a losing streak; Calvin takes over dealing, then Sutton starts winning.",The Lying Game • S1E910 Oct 20110
Lelica,Come Away With Me,Sutton gets on a bus to Phoenix; Emma reads Sutton's letter to Ethan.,The Lying Game • S1E910 Oct 20110
Matt-Johnson,Defying Gravity,Sutton puts together an outfit for school.,The Lying Game • S1E910 Oct 20110
Lisa-Richards,Bloom,Derek tells Char he wants her back.,The Lying Game • S1E1017 Oct 20110
Hypnotique,Free & Easy,Char tells Mads & Thayer that she thinks Derek's absence has to do with Alec.,The Lying Game • S1E1017 Oct 20110
Hypnotique,Supersonic Soda Pop,0:51John finds Beven at the bar. She talks about her maniac depression.,The Low Life11 Jul 19960
